,Country Name,Country Code,Series Name,Mean (2000-2019)
1620,India,IND,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1621,Indonesia,IDN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1622,Italy,ITA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1623,Japan,JPN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1624,"Korea, Rep.",KOR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1625,Mexico,MEX,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1626,Netherlands,NLD,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1627,Russian Federation,RUS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1628,Saudi Arabia,SAU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1629,Spain,ESP,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1630,Switzerland,CHE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1631,Turkiye,TUR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1632,United Kingdom,GBR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1633,United States,USA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1634,Afghanistan,AFG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1635,Albania,ALB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1636,Algeria,DZA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1637,American Samoa,ASM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1638,Andorra,AND,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1639,Angola,AGO,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1640,Antigua and Barbuda,ATG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1641,Armenia,ARM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1642,Aruba,ABW,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1643,Austria,AUT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1644,Azerbaijan,AZE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1645,"Bahamas, The",BHS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1646,Bahrain,BHR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1647,Bangladesh,BGD,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1648,Barbados,BRB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1649,Belarus,BLR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1650,Belgium,BEL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1651,Belize,BLZ,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1652,Benin,BEN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1653,Bermuda,BMU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1654,Bhutan,BTN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1655,Bolivia,BOL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1656,Bosnia and Herzegovina,BIH,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1657,Botswana,BWA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1658,British Virgin Islands,VGB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1659,Brunei Darussalam,BRN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1660,Bulgaria,BGR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1661,Burkina Faso,BFA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1662,Burundi,BDI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1663,Cabo Verde,CPV,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1664,Cambodia,KHM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1665,Cameroon,CMR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1666,Canada,CAN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1667,Cayman Islands,CYM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1668,Central African Republic,CAF,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1669,Chad,TCD,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1670,Channel Islands,CHI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1671,Chile,CHL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1672,Colombia,COL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1673,Comoros,COM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1674,"Congo, Dem. Rep.",COD,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1675,"Congo, Rep.",COG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1676,Costa Rica,CRI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1677,Cote d'Ivoire,CIV,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1678,Croatia,HRV,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1679,Cuba,CUB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1680,Curacao,CUW,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1681,Cyprus,CYP,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1682,Czech Republic,CZE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1683,Denmark,DNK,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1684,Djibouti,DJI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1685,Dominica,DMA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1686,Dominican Republic,DOM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1687,Ecuador,ECU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1688,"Egypt, Arab Rep.",EGY,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1689,El Salvador,SLV,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1690,Equatorial Guinea,GNQ,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1691,Eritrea,ERI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1692,Estonia,EST,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1693,Eswatini,SWZ,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1694,Ethiopia,ETH,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1695,Faroe Islands,FRO,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1696,Fiji,FJI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1697,Finland,FIN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1698,French Polynesia,PYF,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1699,Gabon,GAB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1700,"Gambia, The",GMB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1701,Georgia,GEO,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1702,Ghana,GHA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1703,Gibraltar,GIB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1704,Greece,GRC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1705,Greenland,GRL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1706,Grenada,GRD,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1707,Guam,GUM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1708,Guatemala,GTM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1709,Guinea,GIN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1710,Guinea-Bissau,GNB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1711,Guyana,GUY,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1712,Haiti,HTI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1713,Honduras,HND,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1714,"Hong Kong SAR, China",HKG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1715,Hungary,HUN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1716,Iceland,ISL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1717,"Iran, Islamic Rep.",IRN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1718,Iraq,IRQ,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1719,Ireland,IRL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1720,Isle of Man,IMN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1721,Israel,ISR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1722,Jamaica,JAM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1723,Jordan,JOR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1724,Kazakhstan,KAZ,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1725,Kenya,KEN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1726,Kiribati,KIR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1727,"Korea, Dem. People's Rep.",PRK,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1728,Kosovo,XKX,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1729,Kuwait,KWT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1730,Kyrgyz Republic,KGZ,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1731,Lao PDR,LAO,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1732,Latvia,LVA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1733,Lebanon,LBN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1734,Lesotho,LSO,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1735,Liberia,LBR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1736,Libya,LBY,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1737,Liechtenstein,LIE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1738,Lithuania,LTU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1739,Luxembourg,LUX,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1740,"Macao SAR, China",MAC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1741,Madagascar,MDG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1742,Malawi,MWI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1743,Malaysia,MYS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1744,Maldives,MDV,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1745,Mali,MLI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1746,Malta,MLT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1747,Marshall Islands,MHL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1748,Mauritania,MRT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1749,Mauritius,MUS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1750,"Micronesia, Fed. Sts.",FSM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1751,Moldova,MDA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1752,Monaco,MCO,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1753,Mongolia,MNG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1754,Montenegro,MNE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1755,Morocco,MAR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1756,Mozambique,MOZ,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1757,Myanmar,MMR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1758,Namibia,NAM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1759,Nauru,NRU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1760,Nepal,NPL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1761,New Caledonia,NCL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1762,New Zealand,NZL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1763,Nicaragua,NIC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1764,Niger,NER,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1765,Nigeria,NGA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1766,North Macedonia,MKD,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1767,Northern Mariana Islands,MNP,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1768,Norway,NOR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1769,Oman,OMN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1770,Pakistan,PAK,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1771,Palau,PLW,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1772,Panama,PAN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1773,Papua New Guinea,PNG,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1774,Paraguay,PRY,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1775,Peru,PER,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1776,Philippines,PHL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1777,Poland,POL,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1778,Portugal,PRT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1779,Puerto Rico,PRI,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1780,Qatar,QAT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1781,Romania,ROU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1782,Rwanda,RWA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1783,Samoa,WSM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1784,San Marino,SMR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1785,Sao Tome and Principe,STP,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1786,Senegal,SEN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1787,Serbia,SRB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1788,Seychelles,SYC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1789,Sierra Leone,SLE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1790,Singapore,SGP,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1791,Sint Maarten (Dutch part),SXM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1792,Slovak Republic,SVK,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1793,Slovenia,SVN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1794,Solomon Islands,SLB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1795,Somalia,SOM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1796,South Africa,ZAF,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1797,South Sudan,SSD,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1798,Sri Lanka,LKA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1799,St. Kitts and Nevis,KNA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1800,St. Lucia,LCA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1801,St. Martin (French part),MAF,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1802,St. Vincent and the Grenadines,VCT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1803,Sudan,SDN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1804,Suriname,SUR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1805,Sweden,SWE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1806,Syrian Arab Republic,SYR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1807,Tajikistan,TJK,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1808,Tanzania,TZA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1809,Thailand,THA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1810,Timor-Leste,TLS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1811,Togo,TGO,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1812,Tonga,TON,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1813,Trinidad and Tobago,TTO,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1814,Tunisia,TUN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1815,Turkmenistan,TKM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1816,Turks and Caicos Islands,TCA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1817,Tuvalu,TUV,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1818,Uganda,UGA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1819,Ukraine,UKR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1820,United Arab Emirates,ARE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1821,Uruguay,URY,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1822,Uzbekistan,UZB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1823,Vanuatu,VUT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1824,"Venezuela, RB",VEN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1825,Vietnam,VNM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1826,Virgin Islands (U.S.),VIR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1827,West Bank and Gaza,PSE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1828,"Yemen, Rep.",YEM,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1829,Zambia,ZMB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1830,Zimbabwe,ZWE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1831,Africa Eastern and Southern,AFE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1832,Africa Western and Central,AFW,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1833,Arab World,ARB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1834,Caribbean small states,CSS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1835,Central Europe and the Baltics,CEB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1836,Early-demographic dividend,EAR,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1837,East Asia & Pacific,EAS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1838,East Asia & Pacific (excluding high income),EAP,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1839,East Asia & Pacific (IDA & IBRD countries),TEA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1840,Euro area,EMU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1841,Europe & Central Asia,ECS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1842,Europe & Central Asia (excluding high income),ECA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1843,Europe & Central Asia (IDA & IBRD countries),TEC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1844,European Union,EUU,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1845,Fragile and conflict affected situations,FCS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1846,Heavily indebted poor countries (HIPC),HPC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1847,High income,HIC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1848,IBRD only,IBD,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1849,IDA & IBRD total,IBT,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1850,IDA blend,IDB,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1851,IDA only,IDX,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1852,IDA total,IDA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1853,Late-demographic dividend,LTE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1854,Latin America & Caribbean,LCN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1855,Latin America & Caribbean (excluding high income),LAC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1856,Latin America & the Caribbean (IDA & IBRD countries),TLA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1857,Least developed countries: UN classification,LDC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1858,Low & middle income,LMY,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1859,Low income,LIC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1860,Lower middle income,LMC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1861,Middle East & North Africa,MEA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1862,Middle East & North Africa (excluding high income),MNA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1863,Middle East & North Africa (IDA & IBRD countries),TMN,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1864,Middle income,MIC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1865,North America,NAC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1866,Not classified,INX,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1867,OECD members,OED,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1868,Other small states,OSS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1869,Pacific island small states,PSS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1870,Post-demographic dividend,PST,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1871,Pre-demographic dividend,PRE,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1872,Small states,SST,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1873,South Asia,SAS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1874,South Asia (IDA & IBRD),TSA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1875,Sub-Saharan Africa,SSF,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1876,Sub-Saharan Africa (excluding high income),SSA,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1877,Sub-Saharan Africa (IDA & IBRD countries),TSS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1878,Upper middle income,UMC,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1879,World,WLD,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",
1880,,,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",0.0
1881,Data from database: World Development Indicators,,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",0.0
1882,Last Updated: 09/16/2022,,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",0.0
1883,Argentina,ARG,"Literacy rate, youth total (% of people ages 15-24)",
1884,Australia,AUS,"Literacy rate, youth total (% of people ages 15-24)",
1885,Brazil,BRA,"Literacy rate, youth total (% of people ages 15-24)",
1886,China,CHN,"Literacy rate, youth total (% of people ages 15-24)",
1887,France,FRA,"Literacy rate, youth total (% of people ages 15-24)",
1888,Germany,DEU,"Literacy rate, youth total (% of people ages 15-24)",
1889,India,IND,"Literacy rate, youth total (% of people ages 15-24)",
1890,Indonesia,IDN,"Literacy rate, youth total (% of people ages 15-24)",
1891,Italy,ITA,"Literacy rate, youth total (% of people ages 15-24)",
1892,Japan,JPN,"Literacy rate, youth total (% of people ages 15-24)",
1893,"Korea, Rep.",KOR,"Literacy rate, youth total (% of people ages 15-24)",
1894,Mexico,MEX,"Literacy rate, youth total (% of people ages 15-24)",
1895,Netherlands,NLD,"Literacy rate, youth total (% of people ages 15-24)",
1896,Russian Federation,RUS,"Literacy rate, youth total (% of people ages 15-24)",
1897,Saudi Arabia,SAU,"Literacy rate, youth total (% of people ages 15-24)",
1898,Spain,ESP,"Literacy rate, youth total (% of people ages 15-24)",
1899,Switzerland,CHE,"Literacy rate, youth total (% of people ages 15-24)",
1900,Turkiye,TUR,"Literacy rate, youth total (% of people ages 15-24)",
1901,United Kingdom,GBR,"Literacy rate, youth total (% of people ages 15-24)",
1902,United States,USA,"Literacy rate, youth total (% of people ages 15-24)",
1903,Afghanistan,AFG,"Literacy rate, youth total (% of people ages 15-24)",
1904,Albania,ALB,"Literacy rate, youth total (% of people ages 15-24)",
1905,Algeria,DZA,"Literacy rate, youth total (% of people ages 15-24)",
1906,American Samoa,ASM,"Literacy rate, youth total (% of people ages 15-24)",
1907,Andorra,AND,"Literacy rate, youth total (% of people ages 15-24)",
1908,Angola,AGO,"Literacy rate, youth total (% of people ages 15-24)",
1909,Antigua and Barbuda,ATG,"Literacy rate, youth total (% of people ages 15-24)",
1910,Armenia,ARM,"Literacy rate, youth total (% of people ages 15-24)",
